0	23.047629256555386
2	7.388620793141806
5	4.045134571014814
8	0.6783939111075503
11	0.5598744134994502
12	0.33734802720459295
13	0.303699539536001
18	0.3007565921830138
20	-0.7685164940405549
21	-0.7845121924011647
23	-1.4481849265421776
35	-1.5693150710490986
44	-1.887940254681908
73	-2.0127494307138454
92	-2.171310029824604
124	-2.203384856091513
130	-2.3420254719224856
139	-2.484544675914085
190	-2.5098807806987975
212	-3.0103048686201075
213	-3.1747528591819165
217	-3.220405674495587
417	-3.637701584988041
458	-3.754595227612451
461	-3.8105245531110254
539	-4.087825100192257
805	-4.276987067014351
806	-4.3694203209126234
808	-4.4098725637505805
809	-4.494342068929186
813	-4.777994810941025
848	-4.782847329400863
858	-4.884283677723087
